,Year,State,Population,Violent Crime,Murder-Manslaughter,Rape,Rape-Legacy,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-Theft,Motor Vehicle Theft,% Violent Crime,% Murder-Manslaughter,% Rape,% Robbery,% Aggravated Assault,% Property Crime,% Burglary,% Larceny-Theft,% Motor Vehicle Theft
10,2015,Georgia,10214860,38643,615,3224,2296,12247,22557,308723,66374,215867,26482,0.0037830180736691445,6.020640517833823e-05,0.0003156186183657926,0.0011989395840961109,0.002208253466028903,0.03022293012336929,0.006497788515946376,0.02113264401078429,0.0025924975966386227
11,2015,Hawaii,1431603,4201,19,561,400,1203,2418,54346,6557,42010,5779,0.002934472755365838,1.3271835837169941e-05,0.0003918684160343335,0.0008403167637955495,0.0016890157396987852,0.03796164160035988,0.004580180399174911,0.02934472755365838,0.004036733647526584
12,2015,Idaho,1654930,3568,32,694,533,192,2650,28858,6124,20863,1871,0.0021559824282598055,1.9336165275872695e-05,0.00041935308442048907,0.00011601699165523618,0.0016012761869082077,0.017437595547847944,0.003700458629670137,0.012606575504704126,0.0011305614134736817
13,2015,Illinois,12859995,49354,744,4821,3549,14910,28879,255729,46443,191634,17652,0.0038377930940097565,5.785383275809983e-05,0.0003748835050091388,0.0011594094709990166,0.002245646285243501,0.0198856220395109,0.003611432197290901,0.014901561003717341,0.0013726288385026589
14,2015,Indiana,6619680,25653,373,2404,1789,7111,15765,171847,34410,123918,13519,0.003875262852585019,5.634713460469388e-05,0.0003631595484978126,0.0010742211103860005,0.002381535059096512,0.025960016194136272,0.005198136465811036,0.01871963599448916,0.0020422437338360766
15,2015,Iowa,3123899,8936,72,1156,851,1047,6661,63957,14892,44723,4342,0.0028605278211619517,2.304812031374894e-05,0.0003700503761485246,0.00033515808289576583,0.002132271241803912,0.020473453207033903,0.004767119551560406,0.014316403955441582,0.0013899297000319153
16,2015,Kansas,2911641,11353,128,1615,1251,1818,7792,79199,15362,56880,6957,0.003899175756901349,4.396146365571854e-05,0.0005546700297186364,0.0006243901634851275,0.0026761541000418663,0.02720081218804104,0.005276062536555846,0.019535375412009927,0.002389374239475265
17,2015,Kentucky,4425092,9676,209,1492,997,3307,4668,96362,22260,66320,7782,0.002186621204711676,4.723065644736878e-05,0.0003371681311936565,0.0007473290950787012,0.0010548933219919495,0.021776270414264835,0.005030403887647986,0.014987259021959317,0.0017586075046575303
18,2015,Louisiana,4670724,25208,481,1723,1260,5550,17454,156629,35453,111435,9741,0.005397021960621094,0.00010298189317116575,0.0003688935591141759,0.001188252613513451,0.0037368938948223016,0.03353420154990961,0.007590472055295924,0.023858185583220073,0.002085543911393608
19,2015,Maine,1329328,1729,23,474,354,311,921,24327,4684,18829,814,0.00130065717415115,1.7301975133300434e-05,0.00035657113970366983,0.00023395279419375804,0.0006928312651204218,0.018300223872513028,0.0035235848488860536,0.01416429955586582,0.0006123394677611545
20,2015,Maryland,6006401,27462,516,1666,1184,9863,15417,139048,25678,100219,13151,0.004572122307518262,8.590835010849259e-05,0.00027737075829602453,0.0016420815060466326,0.002566761693067113,0.02314996950753038,0.004275105841251691,0.016685366161866316,0.002189497504412376
21,2015,Massachusetts,6794422,26562,128,2075,1608,5288,19071,114871,21890,84912,8069,0.003909383314724932,1.8838982918635317e-05,0.0003053975746575647,0.0007782854818261215,0.00280686127532261,0.01690666255348873,0.003221760438194743,0.012497310293649703,0.001187591821644284
22,2015,Michigan,9922576,41231,571,6450,4163,7796,26414,187101,40041,131296,15764,0.004155271776200052,5.7545540593491045e-05,0.0006500328140595749,0.0007856830726214644,0.002662010348925521,0.0188560914020714,0.004035343241513091,0.013232047806940456,0.001588700353617851
23,2015,Minnesota,5489594,13319,133,2321,1686,3771,7094,121984,19299,94704,7981,0.0024262267847130407,2.4227656908689422e-05,0.00042279993748171543,0.0006869360466366,0.0012922631436860358,0.022220951130447898,0.0035155605314345652,0.01725154902165807,0.0014538415773552651
24,2015,Mississippi,2992333,8254,259,1203,862,2294,4498,84790,24799,55748,4243,0.0027583828404124807,8.655453788064363e-05,0.0004020274481483177,0.0007666259069428436,0.001503174947440676,0.02833575006525009,0.00828751345522039,0.018630279450849888,0.0014179571591798105
25,2015,Missouri,6083672,30261,502,2553,1854,6376,20830,173642,34006,122637,16999,0.004974134042729457,8.251595418030426e-05,0.00041964787056238405,0.0010480512427362948,0.003423918975250474,0.02854230142584939,0.005589716210867384,0.020158384607191184,0.002794200607790821
26,2015,Montana,1032949,3611,36,547,431,210,2818,27100,3838,20844,2418,0.0034958163471768694,3.485167225100174e-05,0.0005295517978138321,0.00020330142146417684,0.0027281114556478585,0.026235564388948536,0.003715575502759575,0.02017911823333001,0.0023408706528589506
27,2015,Nebraska,1896190,5212,62,873,652,994,3283,42495,6422,32072,4001,0.0027486697008211203,3.269714532826352e-05,0.0004603969011544202,0.0005242090718757087,0.0017313665824627278,0.022410728882654163,0.003386791408034005,0.01691391685432367,0.0021100206202964893
28,2015,Nevada,2890845,20118,178,1688,1238,6287,11965,77137,22360,43426,11351,0.006959210888165917,6.15736921211618e-05,0.0005839123162950625,0.0021747966425041815,0.0041389282372455115,0.02668320162443853,0.007734762673197629,0.01502190535985153,0.003926533591389369
29,2015,New Hampshire,1330608,2652,14,627,461,468,1543,23229,3467,18871,891,0.001993073842934959,1.0521505958178516e-05,0.0004712131596984236,0.00035171891345911043,0.0011596202638192465,0.01745743299303777,0.0026055757969289228,0.014182238495484771,0.0006696187006240757
30,2015,New Jersey,8958013,22879,363,1373,1019,9729,11414,145701,27960,105963,11778,0.002554026210946557,4.05223792374492e-05,0.00015327059695046213,0.001086066742702874,0.0012741664920557717,0.016264879276241283,0.00312122788837212,0.011828850884677215,0.0013148005031919467
31,2015,New Mexico,2085109,13681,117,1672,1215,2485,9407,77094,17085,51483,8526,0.006561287683281785,5.611217447145449e-05,0.0008018765445835206,0.0011917842184749094,0.004511514745751901,0.03697360665557532,0.008193816246536752,0.02469079554114437,0.004088994867894196
32,2015,New York,19795791,75165,609,6074,4389,23936,44546,317529,44276,257940,15313,0.003797019275461132,3.0764115462726395e-05,0.0003068329020042695,0.0012091459239997027,0.0022502763339944335,0.016040227945425367,0.0022366370709814023,0.013030042598449337,0.0007735482759946294
33,2015,North Carolina,10042802,34852,517,2684,1939,8825,22826,276183,74841,187907,13435,0.003470346224091643,5.1479656773079863e-05,0.000267256090481521,0.0008787388220936746,0.0022728716547433673,0.02750059196626599,0.0074522030803753775,0.018710614826419957,0.0013377740594706538
34,2015,North Dakota,756927,1812,21,345,276,148,1298,16020,2997,11440,1583,0.002393890031667519,2.7743758645153363e-05,0.00045579032059894813,0.00019552744188012846,0.001714828510543289,0.021164524452159852,0.003959430698072601,0.015113742804788308,0.0020913509492989416
35,2015,Ohio,11613423,33898,500,5149,4154,12554,15695,300525,69303,213993,17229,0.002918863800965486,4.305362854689784e-05,0.00044336626677595397,0.001080990505555511,0.0013514534000871232,0.02587738343811295,0.005967491238371323,0.018426350267272622,0.001483541932469006
36,2015,Oklahoma,3911338,16506,234,1849,1352,3005,11418,112878,28406,74022,10450,0.0042200392806758195,5.982607486236168e-05,0.00047272825820729377,0.0007682792947068241,0.0029192056528993403,0.028859178112451544,0.007262476421112162,0.01892498168146041,0.0026717200098789725
37,2015,Oregon,4028977,10468,99,1593,1164,2146,6630,118719,18336,89836,10547,0.002598178147951701,2.457199433007436e-05,0.00039538572694756014,0.0005326414124478745,0.001645579014226192,0.029466288837091896,0.004551031192285287,0.022297471541783437,0.002617786103023174
38,2015,Pennsylvania,12802503,40339,658,4305,3122,13003,22373,232085,39664,180287,12134,0.0031508682325635854,5.139619963377474e-05,0.00033626236994437726,0.001015660765711205,0.0017475488972742283,0.018128095732529804,0.0030981441675897283,0.014082168151024843,0.0009477834139152321
39,2015,Puerto Rico,3474182,7629,584,165,123,4070,2810,37717,9150,24493,4074,0.0021959125917985875,0.00016809712329405885,4.749319408136937e-05,0.0011714987873404446,0.0008088234870827147,0.010856368491921264,0.002633713489966847,0.007050004864454424,0.0011726501374999929
40,2015,Rhode Island,1056298,2562,29,459,338,556,1518,20043,3947,14707,1389,0.002425451908457651,2.745437367106631e-05,0.000434536466035153,0.0005263666124521679,0.001437094456299264,0.018974759016868344,0.003736634926886163,0.013923154261392146,0.001314969828590038
41,2015,South Carolina,4896146,24700,399,2297,1707,3931,18073,161245,34551,113724,12970,0.005044784203739022,8.149266790655344e-05,0.0004691445067201836,0.0008028763848136882,0.0036912706442985975,0.03293304570574489,0.007056774859246436,0.023227248533846827,0.0026490223126516242
42,2015,South Dakota,858469,3289,32,495,441,216,2546,16680,2960,12532,1188,0.0038312391012372024,3.727566167211629e-05,0.0005766078914905488,0.00025161071628678497,0.0029657448317877526,0.019429938646590615,0.003447998704670757,0.014598081002342542,0.0013838589395773174
43,2015,Tennessee,6600299,40400,406,2676,1966,7474,29844,193796,43247,137679,12870,0.006120934824316292,6.151236481862413e-05,0.00040543617796708905,0.0011323729424985141,0.004521613339032065,0.02936170012903961,0.006552278919485314,0.020859509546461454,0.0019499116630928386
44,2015,Texas,27469114,113227,1316,12250,8925,31934,67727,777739,153054,557200,67485,0.004121974957037202,4.790835263197787e-05,0.00044595541013809183,0.0011625420463142713,0.002465569147952861,0.028313217528603215,0.005571857905573511,0.020284600369709777,0.0024567592533199286
45,2015,Utah,2995919,7071,54,1645,1098,1326,4046,89278,12468,68103,8707,0.0023602106732525147,1.802451935449523e-05,0.0005490802655211973,0.000442602086371494,0.001350503802005328,0.029799871091307877,0.0041616612465156765,0.02273192299257757,0.0029062868522146293
46,2015,Vermont,626042,739,10,136,121,101,492,8806,1968,6660,178,0.0011804319837966143,1.597336919887164e-05,0.00021723782110465433,0.00016133102890860358,0.0007858897645844847,0.014066148916526367,0.003143559058337939,0.010638263886448514,0.0002843259717399152
47,2015,Virginia,8382993,16399,383,2340,1493,4441,9235,156470,21340,127019,8111,0.0019562225567884882,4.5687739450575707e-05,0.0002791365804552145,0.0005297630571801742,0.0011016351797025238,0.018665171258045902,0.002545630182441999,0.01515198688582944,0.0009675541897744636
48,2015,Washington,7170351,20394,211,2705,2193,5449,12029,248369,50993,170509,26867,0.0028442122289410936,2.9426732387298752e-05,0.0003772479199414366,0.0007599349041629901,0.0016776026724493681,0.034638332209957365,0.007111646277846092,0.023779728495857456,0.0037469574362538178
49,2015,West Virginia,1844128,6231,70,672,420,760,4729,37251,9170,25842,2239,0.003378832705755783,3.795831959603672e-05,0.0003643998681219525,0.0004121188984712558,0.0025643556195665378,0.020199790903885198,0.00497253986708081,0.014013127071439726,0.00121412396536466
50,2015,Wisconsin,5771337,17647,240,1780,1224,5232,10395,113924,19554,83385,10985,0.003057697029301876,4.1584818214566223e-05,0.0003084207350913662,0.0009065490370775437,0.0018011424389183996,0.019739620126151013,0.003388123064031783,0.014448125278423353,0.001903371783695875
51,2015,Wyoming,586107,1302,16,173,125,59,1054,11151,1762,8797,592,0.002221437382593963,2.7298769678574048e-05,0.0002951679471495819,0.0001006642131897418,0.0017983064525760655,0.0190255362928612,0.0030062770108529673,0.015009204803900994,0.0010100544781072398
