,Year,State,Population,Violent Crime,Murder-Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-Theft,Motor Vehicle Theft,% Violent Crime,% Murder-Manslaughter,% Rape,% Robbery,% Aggravated Assault,% Property Crime,% Burglary,% Larceny-Theft,% Motor Vehicle Theft
0,2017,Alabama,4874747,25551,404,2028,4217,18902,144160,31477,99842,12841,0.005241502789785808,8.287609592867077e-05,0.00041602159045382253,0.0008650705359683282,0.0038775345674349868,0.029572816804646476,0.006457155622640518,0.020481473192352342,0.002634187989653617
1,2017,Alaska,739795,6133,62,863,951,4257,26204,4171,17775,4258,0.008290134429132396,8.380700058800072e-05,0.0011665393791523327,0.0012854912509546563,0.005754296798437405,0.03542062328077373,0.005638048378266952,0.024026926378253436,0.005755648524253341
2,2017,Arizona,7016270,35644,416,3581,7440,24207,204515,37627,147830,19058,0.005080192181885817,5.929076275570923e-05,0.0005103851476639297,0.0010603924877463382,0.0034501237837198397,0.02914867871390354,0.005362820986079498,0.021069599659078113,0.002716258068745929
3,2017,Arkansas,3004279,16671,258,2053,1935,12425,92489,21862,63374,7253,0.0055490851548740975,8.587751004483938e-05,0.000683358636131997,0.0006440813253362954,0.004135767683360966,0.030785755916810657,0.007276953971318909,0.02109457876582035,0.0024142231796713954
4,2017,California,39536653,177627,1830,14721,56622,104454,987114,176690,642033,168391,0.004492717175629409,4.6286163879375426e-05,0.0003723380428788446,0.0014321394378021832,0.002641953531069006,0.02496706031236382,0.00446901764800374,0.016238931504900023,0.004259111159460058
5,2017,Colorado,5607154,20638,221,3858,3838,12721,151483,22813,106809,21861,0.0036806551059592797,3.941393441307302e-05,0.0006880495880797995,0.0006844827161872137,0.0022687088672791937,0.027016022745228685,0.004068552424277985,0.0190487009987598,0.003898769322190901
6,2017,Connecticut,3588184,8180,102,837,2813,4428,63509,8890,47310,7309,0.0022797047197133705,2.8426635869286524e-05,0.00023326562963326295,0.0007839620264735587,0.001234050427737262,0.017699482523750174,0.0024775764007642863,0.013184942578195543,0.0020369635447903454
7,2017,Delaware,961939,4361,54,334,1082,2891,23477,3970,18138,1369,0.004533551503785583,5.613661573135095e-05,0.00034721536396798547,0.001124811448542995,0.0030053880755432517,0.02440591347268382,0.004127080823212283,0.01885566548398599,0.0014231671654855453
8,2017,District of Columbia,693972,6974,116,444,2623,3791,29729,1809,25333,2587,0.01004939680563481,0.00016715371801744164,0.0006397952655150352,0.003779691399653012,0.00546275642244932,0.042838904163280365,0.0026067334128754473,0.03650435464255042,0.0037278161078544954
9,2017,Florida,20984400,85625,1057,7940,18597,58031,527220,88853,395453,42914,0.0040804121156668765,5.03707516059549e-05,0.00037837631764548905,0.0008862297706867959,0.0027654352757286367,0.025124378109452738,0.0042342406740245135,0.018845094451116068,0.0020450429843121556
10,2017,Georgia,10429379,37258,703,2718,10044,23793,298298,55374,216661,26263,0.0035724082900813175,6.740573911447651e-05,0.00026060995577972573,0.0009630487107621653,0.00228134388442495,0.02860170293936005,0.005309424463335736,0.020774103616332286,0.0025181748596920296
11,2017,Hawaii,1427538,3577,39,567,1077,1894,40392,5549,29574,5269,0.002505712632518364,2.7319763116638576e-05,0.00039718732531113005,0.000754445766067173,0.0013267597780234222,0.0282948685078786,0.0038871119367750633,0.020716786523371007,0.0036909700477325297
12,2017,Idaho,1716943,3888,32,707,196,2953,28079,5655,20278,2146,0.0022644898520218786,1.8637776559850852e-05,0.00041177837586920475,0.00011415638142908646,0.0017199173181637363,0.016354066500751628,0.0032936445764361424,0.011810526033770486,0.0012498958905449978
13,2017,Illinois,12802023,56180,997,5556,17567,32060,257497,43459,193157,20881,0.00438836893200395,7.787831657543499e-05,0.0004339939086189737,0.0013722050022875291,0.002504291704522012,0.02011377420584231,0.0033946978536126674,0.015088006012799696,0.001631070339429948
14,2017,Indiana,6666818,26598,397,2625,6600,16976,161132,30140,115591,15401,0.003989609435865806,5.9548648245684826e-05,0.0003937410620778908,0.0009899775275101256,0.0025463421980321047,0.024169251357994175,0.004520897375629573,0.01733825642157923,0.00231009756078537
15,2017,Iowa,3145711,9230,104,1234,1253,6639,66855,15078,46198,5579,0.0029341538367637712,3.306088830156362e-05,0.0003922801554243222,0.00039832012540249245,0.002110492667635393,0.02125274699424073,0.0047931930174132335,0.014686028055342656,0.0017735259214848409
16,2017,Kansas,2913123,12030,160,1627,1785,8458,81593,13931,59816,7846,0.004129588760927705,5.49238737945497e-05,0.0005585071416483273,0.000612744467020445,0.0029034132784643836,0.028008772715741835,0.004782153036449199,0.020533290218092404,0.0026933294612002307
17,2017,Kentucky,4454189,10056,263,1661,2958,5174,94833,20195,64394,10244,0.0022576500458332594,5.9045541174835645e-05,0.00037290739122206084,0.0006640939573960603,0.0011616031560403028,0.021290744510392354,0.004533934235839566,0.014456952769628769,0.0022998575049240164
18,2017,Louisiana,4684333,26092,582,1867,5358,18285,157712,34265,112485,10962,0.005570056612115321,0.00012424394252073882,0.00039856261286291985,0.0011438127904228842,0.0039034372663087785,0.03366797364747553,0.007314808746517381,0.024013023839253102,0.0023401410617050495
19,2017,Maine,1335907,1617,23,473,249,872,20133,3334,16006,793,0.0012104135991502403,1.72167673348519e-05,0.00035406656301673696,0.00018639022027730972,0.0006527400485213416,0.015070659858807537,0.0024956827084520105,0.011981372954853893,0.000593604195501633
20,2017,Maryland,6052177,30273,546,1691,11200,16836,134496,23508,97420,13568,0.005002001759036459,9.021547122630418e-05,0.0002794035931202937,0.0018505737687447012,0.0027818089259451597,0.02222274728581137,0.0038842221567545036,0.016096687192063287,0.002241837936993581
21,2017,Massachusetts,6859819,24560,173,2197,4871,17319,98575,17089,73946,7540,0.0035802693919475136,2.521932429995602e-05,0.0003202708409653374,0.0007100770443068541,0.002524702182375366,0.014369912675538523,0.002491173600936118,0.010779584709159237,0.0010991543654431698
22,2017,Michigan,9962311,44826,569,7031,6488,30738,179318,35641,124104,19573,0.004499558385599486,5.7115261709858284e-05,0.0007057599386327128,0.0006512545131345528,0.003085428672122362,0.017999638838819627,0.003577583554659155,0.012457350508330849,0.0019647047758296243
23,2017,Minnesota,5576606,13291,113,2385,3621,7172,122212,18787,93446,9979,0.002383349298838756,2.0263221034442813e-05,0.0004276794882048328,0.0006493196758028091,0.0012860869137966712,0.021915121850100222,0.0033688949873812136,0.01675678719278357,0.001789439669935441
24,2017,Mississippi,2984100,8526,245,1091,2071,5119,81581,24710,52240,4631,0.002857142857142857,8.210180623973728e-05,0.00036560436982674844,0.0006940115947856975,0.0017154250862906738,0.027338561040179617,0.008280553600750645,0.017506115746791326,0.0015518916926376461
25,2017,Missouri,6113532,32420,600,2729,6351,22740,173253,30081,123251,19921,0.0053029901536460426,9.814293930251776e-05,0.00044638680226095163,0.0010388430125171505,0.003719617399565423,0.028339264438298515,0.004920396261931728,0.020160359019957694,0.0032585091564090937
26,2017,Montana,1050493,3961,41,613,295,3012,27225,3615,21018,2592,0.003770610560946146,3.9029293864880585e-05,0.0005835355399798,0.0002808205290277993,0.0028672251980736666,0.025916403060277413,0.003441241398086422,0.020007748742733172,0.0024674129194578163
27,2017,Nebraska,1920076,5873,43,1191,968,3671,43663,6472,31988,5203,0.0030587330918151155,2.2394946866686528e-05,0.0006202879469354338,0.0005041467108593618,0.0019119034871536336,0.022740245698607765,0.0033706999097952374,0.016659757217943456,0.0027097885708690698
28,2017,Nevada,2998039,16667,274,1890,4841,9662,78322,20049,45461,12812,0.005559300596156354,9.139307393933168e-05,0.0006304120793625433,0.0016147221567164402,0.003222773286138039,0.026124409989329692,0.00668737131171409,0.01516357859253999,0.004273460085075611
29,2017,New Hampshire,1342795,2668,14,663,419,1572,18555,2574,15066,915,0.0019869004576275606,1.0426014395347019e-05,0.0004937462531510767,0.0003120357165464572,0.0011706924735346794,0.013818192650404567,0.0019168972181159447,0.011219880920021299,0.000681414512267323
30,2017,New Jersey,9005644,20604,324,1505,7895,10880,140086,23891,104025,12170,0.0022878985667210473,3.597743814878758e-05,0.0001671174210306337,0.0008766724511872776,0.0012081312563543484,0.015555356174416843,0.0026528918975700128,0.011551089516751939,0.0013513747600948916
31,2017,New Mexico,2088070,16359,148,1259,3722,11230,82306,17917,52617,11772,0.007834507463830236,7.087884984698789e-05,0.0006029491348470118,0.0017825072914222225,0.005378172187714013,0.039417260915582335,0.008580651031814067,0.025198867854047038,0.005637742029721226
32,2017,New York,19849399,70799,548,6324,20108,43819,300555,35002,252143,13410,0.003566808244420902,2.76078887829299e-05,0.0003185990669037385,0.0010130281526407928,0.0022075731360934403,0.015141768272177914,0.0017633783269710081,0.01270280273977061,0.0006755872054362955
33,2017,North Carolina,10273419,37364,591,2715,9350,24708,261486,64786,180902,15798,0.0036369586405460537,5.75270997902451e-05,0.0002642742401531564,0.000910115707341441,0.002405041593261211,0.02545267549196621,0.006306177135382097,0.017608743496201215,0.0015377548603828968
34,2017,North Dakota,755393,2125,10,399,183,1533,16602,2942,11887,1773,0.0028131052313166787,1.3238142265019665e-05,0.0005282018763742846,0.00024225800344985986,0.0020294072092275147,0.021977963788385648,0.0038946614543687854,0.015736179710428875,0.0023471226235879865
35,2017,Ohio,11658609,34683,710,5859,11605,16509,282034,58573,203208,20253,0.0029748831957568866,6.08992033269149e-05,0.0005025470877357668,0.0009954017670547146,0.0014160351376394902,0.024191050579018474,0.005024012727418854,0.01742986663331792,0.0017371712182817007
